CIF file,Number of atoms in supercell,Min distance,Processing time (s)
1937442.cif,414,N/A,0.003
1825734.cif,180,N/A,0.002
1000490.cif,228,N/A,0.002
535854.cif,296,N/A,0.002
1030553.cif,160,N/A,0.002
301799.cif,474,N/A,0.003
1642413.cif,356,N/A,0.002
1940621.cif,175,N/A,0.002
1825907.cif,108,N/A,0.002
1407685.cif,270,N/A,0.002
1013407.cif,332,N/A,0.005
381199.cif,233,N/A,0.002
1320713.cif,228,N/A,0.001
1630085.cif,233,N/A,0.001
1714641.cif,228,N/A,0.001
1415281.cif,466,N/A,0.004
1953649.cif,394,N/A,0.002
1000309.cif,180,N/A,0.001
1910764.cif,418,N/A,0.003
1013413.cif,316,N/A,0.001
1320707.cif,180,N/A,0.001
1630091.cif,212,N/A,0.001
1959364.cif,332,N/A,0.002
535673.cif,212,N/A,0.001
1604452.cif,228,N/A,0.001
548698.cif,212,N/A,0.001
1007328.cif,183,N/A,0.001
1831796.cif,175,N/A,0.002
1953107.cif,228,N/A,0.001
1010132.cif,180,N/A,0.001
1910758.cif,206,N/A,0.002
560666.cif,180,N/A,0.001
1608532.cif,296,N/A,0.002
1237535.cif,178,N/A,0.001
1010126.cif,180,N/A,0.001
535897.cif,296,N/A,0.002
460672.cif,206,N/A,0.002
1223226.cif,228,N/A,0.001
536811.cif,206,N/A,0.002
302737.cif,253,N/A,0.001
1717189.cif,296,N/A,0.002
1241892.cif,210,N/A,0.001
1008580.cif,445,N/A,0.002
1433087.cif,160,N/A,0.001
1634744.cif,212,N/A,0.002
548471.cif,175,N/A,0.002
1939651.cif,228,N/A,0.002
1023077.cif,175,N/A,0.002
1433093.cif,160,N/A,0.001
1634988.cif,212,N/A,0.001
300652.cif,385,N/A,0.002
1634750.cif,160,N/A,0.002
1924600.cif,394,N/A,0.002
536805.cif,206,N/A,0.002
538828.cif,212,N/A,0.002
1048198.cif,394,N/A,0.003
1211041.cif,183,N/A,0.002
1121884.cif,266,N/A,0.002
1938201.cif,169,N/A,0.001
1406766.cif,379,N/A,0.003
1233586.cif,228,N/A,0.001
1247561.cif,212,N/A,0.001
1925250.cif,326,N/A,0.003
1933426.cif,175,N/A,0.002
1011947.cif,333,N/A,0.002
1803297.cif,300,N/A,0.002
1921744.cif,175,N/A,0.002
458892.cif,150,N/A,0.001
1716254.cif,210,N/A,0.001
535303.cif,228,N/A,0.001
1233579.cif,228,N/A,0.001
1406941.cif,414,N/A,0.002
1606053.cif,210,N/A,0.001
1232101.cif,233,N/A,0.002
300685.cif,212,N/A,0.002
1008225.cif,180,N/A,0.001
1008231.cif,430,N/A,0.003
1244083.cif,402,N/A,0.002
1606047.cif,210,N/A,0.001
1341851.cif,332,N/A,0.002
312295.cif,316,N/A,0.001
1232115.cif,284,N/A,0.002
1043026.cif,307,N/A,0.002
538633.cif,332,N/A,0.002
461034.cif,212,N/A,0.002
535317.cif,228,N/A,0.001
1054572.cif,212,N/A,0.002
1013639.cif,212,N/A,0.001
458845.cif,206,N/A,0.002
1211082.cif,175,N/A,0.002
1718523.cif,206,N/A,0.001
1008219.cif,212,N/A,0.002
1433078.cif,160,N/A,0.002
1611513.cif,212,N/A,0.001
1401960.cif,414,N/A,0.002
1718537.cif,222,N/A,0.001
1010442.cif,206,N/A,0.002
458851.cif,206,N/A,0.002
1818674.cif,175,N/A,0.002
1805143.cif,483,N/A,0.003
535313.cif,228,N/A,0.001
461030.cif,316,N/A,0.002
1804265.cif,228,N/A,0.002
1233569.cif,386,N/A,0.002
1940355.cif,333,N/A,0.002
1234560.cif,152,N/A,0.001
1232111.cif,284,N/A,0.002
312291.cif,316,N/A,0.001
1008235.cif,386,N/A,0.002
1538673.cif,175,N/A,0.002
300681.cif,212,N/A,0.002
1148177.cif,212,N/A,0.002
1939682.cif,228,N/A,0.001
312285.cif,316,N/A,0.001
538145.cif,212,N/A,0.002
535307.cif,228,N/A,0.001
1241855.cif,206,N/A,0.002
1013629.cif,482,N/A,0.003
1052113.cif,448,N/A,0.002
1636802.cif,212,N/A,0.002
1805147.cif,483,N/A,0.003
1818670.cif,222,N/A,0.001
1008209.cif,323,N/A,0.002
1433068.cif,160,N/A,0.001
1539551.cif,268,N/A,0.001
1718533.cif,206,N/A,0.001
1951502.cif,394,N/A,0.002
1941711.cif,483,N/A,0.003
1608046.cif,212,N/A,0.001
1718527.cif,206,N/A,0.001
1009665.cif,212,N/A,0.001
458841.cif,206,N/A,0.002
1211086.cif,175,N/A,0.002
1646329.cif,284,N/A,0.002
1920462.cif,284,N/A,0.002
300656.cif,385,N/A,0.002
1634754.cif,160,N/A,0.001
548475.cif,175,N/A,0.002
1235865.cif,267,N/A,0.002
538186.cif,212,N/A,0.001
554048.cif,323,N/A,0.002
1433083.cif,160,N/A,0.001
1211079.cif,175,N/A,0.002
536815.cif,206,N/A,0.002
1824162.cif,296,N/A,0.002
1407440.cif,199,N/A,0.002
458896.cif,150,N/A,0.001
1923157.cif,446,N/A,0.003
1211051.cif,183,N/A,0.002
459550.cif,228,N/A,0.001
1606902.cif,323,N/A,0.003
1803293.cif,415,N/A,0.003
1010485.cif,206,N/A,0.002
1011943.cif,333,N/A,0.002
1010491.cif,206,N/A,0.002
1321192.cif,228,N/A,0.001
1245372.cif,261,N/A,0.002
1351313.cif,183,N/A,0.002
1931547.cif,296,N/A,0.002
1233582.cif,212,N/A,0.001
1121880.cif,206,N/A,0.002
1211045.cif,183,N/A,0.001
535677.cif,212,N/A,0.001
301789.cif,178,N/A,0.001
1825917.cif,474,N/A,0.003
312093.cif,316,N/A,0.001
1340791.cif,342,N/A,0.002
1234004.cif,466,N/A,0.004
1630095.cif,212,N/A,0.002
1013417.cif,206,N/A,0.002
1910760.cif,206,N/A,0.002
1956735.cif,265,N/A,0.002
1415285.cif,333,N/A,0.002
1144229.cif,206,N/A,0.002
1714645.cif,210,N/A,0.001
1630081.cif,206,N/A,0.002
1407681.cif,430,N/A,0.004
1640566.cif,356,N/A,0.003
1013403.cif,332,N/A,0.002
538347.cif,212,N/A,0.002
312087.cif,316,N/A,0.002
1642417.cif,228,N/A,0.001
548688.cif,212,N/A,0.002
1010122.cif,180,N/A,0.001
1234038.cif,189,N/A,0.002
539703.cif,228,N/A,0.001
1233743.cif,199,N/A,0.002
1010136.cif,212,N/A,0.002
1200389.cif,296,N/A,0.002
1831792.cif,175,N/A,0.002
537048.cif,212,N/A,0.002
1431469.cif,495,N/A,0.002
548111.cif,212,N/A,0.001
1411034.cif,228,N/A,0.001
1021314.cif,333,N/A,0.002
1006973.cif,180,N/A,0.001
1227911.cif,206,N/A,0.002
535878.cif,296,N/A,0.002
1933608.cif,240,N/A,0.001
1729507.cif,212,N/A,0.001
1935279.cif,228,N/A,0.001
1200410.cif,108,N/A,0.001
548663.cif,212,N/A,0.002
1128442.cif,210,N/A,0.001
535850.cif,296,N/A,0.002
1129774.cif,180,N/A,0.002
1937446.cif,414,N/A,0.002
302519.cif,212,N/A,0.001
560879.cif,308,N/A,0.002
1125628.cif,491,N/A,0.003
1840802.cif,414,N/A,0.002
459746.cif,228,N/A,0.001
559034.cif,150,N/A,0.001
1410302.cif,228,N/A,0.001
537935.cif,383,N/A,0.003
1627264.cif,175,N/A,0.002
1234951.cif,295,N/A,0.002
1635660.cif,206,N/A,0.002
1008143.cif,464,N/A,0.002
535703.cif,228,N/A,0.001
1224405.cif,444,N/A,0.002
538541.cif,385,N/A,0.003
1013563.cif,222,N/A,0.001
302492.cif,296,N/A,0.002
1234170.cif,374,N/A,0.002
1011374.cif,333,N/A,0.002
1013577.cif,206,N/A,0.001
1410289.cif,228,N/A,0.001
302486.cif,199,N/A,0.002
1141543.cif,332,N/A,0.002
1008157.cif,129,N/A,0.002
535717.cif,228,N/A,0.001
1054172.cif,228,N/A,0.001
1921393.cif,316,N/A,0.001
1231752.cif,464,N/A,0.003
1142062.cif,180,N/A,0.001
1040661.cif,206,N/A,0.002
1010056.cif,212,N/A,0.001
1803640.cif,212,N/A,0.001
539663.cif,317,N/A,0.002
1054614.cif,212,N/A,0.001
1626967.cif,228,N/A,0.001
1430165.cif,189,N/A,0.002
537882.cif,228,N/A,0.001
1217781.cif,160,N/A,0.001
1924599.cif,394,N/A,0.002
1520362.cif,450,N/A,0.003
1921387.cif,316,N/A,0.001
548703.cif,212,N/A,0.001
1405653.cif,175,N/A,0.002
1008180.cif,323,N/A,0.002
1934761.cif,169,N/A,0.001
1041580.cif,194,N/A,0.002
1960330.cif,323,N/A,0.002
1920714.cif,323,N/A,0.002
559168.cif,228,N/A,0.001
1702184.cif,316,N/A,0.001
302451.cif,212,N/A,0.001
1503222.cif,160,N/A,0.001
552029.cif,212,N/A,0.001
1008194.cif,300,N/A,0.002
459168.cif,296,N/A,0.002
1350421.cif,206,N/A,0.002
1639112.cif,265,N/A,0.002
1926417.cif,323,N/A,0.002
1921378.cif,316,N/A,0.002
1004976.cif,206,N/A,0.002
1412313.cif,419,N/A,0.003
535924.cif,296,N/A,0.002
1232298.cif,323,N/A,0.002
559154.cif,212,N/A,0.001
1236798.cif,296,N/A,0.002
1000286.cif,272,N/A,0.001
1000292.cif,272,N/A,0.001
552015.cif,212,N/A,0.001
1010081.cif,206,N/A,0.002
1241504.cif,272,N/A,0.002
302479.cif,210,N/A,0.001
535930.cif,296,N/A,0.002
1210993.cif,326,N/A,0.003
1041741.cif,429,N/A,0.002
535267.cif,228,N/A,0.001
537470.cif,332,N/A,0.002
537316.cif,333,N/A,0.002
1840235.cif,472,N/A,0.003
1000709.cif,334,N/A,0.002
1725088.cif,219,N/A,0.002
314958.cif,212,N/A,0.001
1804463.cif,332,N/A,0.002
1141027.cif,178,N/A,0.001
1814116.cif,206,N/A,0.002
1007700.cif,228,N/A,0.001
535273.cif,228,N/A,0.001
1235050.cif,284,N/A,0.002
1818704.cif,413,N/A,0.002
1818062.cif,228,N/A,0.001
314970.cif,212,N/A,0.002
314964.cif,212,N/A,0.002
1120397.cif,300,N/A,0.002
536020.cif,180,N/A,0.001
539313.cif,296,N/A,0.002
1818710.cif,413,N/A,0.002
1142512.cif,175,N/A,0.002
458935.cif,228,N/A,0.001
302860.cif,270,N/A,0.002
1941117.cif,316,N/A,0.001
313986.cif,212,N/A,0.002
1722056.cif,266,N/A,0.002
1023661.cif,179,N/A,0.001
1405337.cif,456,N/A,0.003
309706.cif,199,N/A,0.002
1406158.cif,212,N/A,0.002
302135.cif,272,N/A,0.007
302121.cif,228,N/A,0.002
1040488.cif,228,N/A,0.002
1240424.cif,206,N/A,0.002
309712.cif,180,N/A,0.001
1433691.cif,267,N/A,0.002
551722.cif,212,N/A,0.001
1832674.cif,206,N/A,0.001
1826629.cif,267,N/A,0.002
535298.cif,228,N/A,0.001
1905782.cif,350,N/A,0.002
1002693.cif,228,N/A,0.001
1406164.cif,212,N/A,0.001
1832890.cif,228,N/A,0.001
1214049.cif,228,N/A,0.001
1240418.cif,206,N/A,0.002
1248044.cif,212,N/A,0.001
1406171.cif,212,N/A,0.001
459357.cif,212,N/A,0.002
1248045.cif,212,N/A,0.001
1240419.cif,206,N/A,0.002
1214048.cif,228,N/A,0.001
1832885.cif,206,N/A,0.002
1803480.cif,233,N/A,0.001
535299.cif,228,N/A,0.001
1826628.cif,267,N/A,0.002
1930710.cif,426,N/A,0.002
1946686.cif,183,N/A,0.001
1405336.cif,456,N/A,0.002
1722057.cif,266,N/A,0.002
1023660.cif,179,N/A,0.001
1350636.cif,175,N/A,0.002
535528.cif,160,N/A,0.002
539312.cif,296,N/A,0.002
536021.cif,180,N/A,0.001
1503960.cif,466,N/A,0.004
1120396.cif,300,N/A,0.002
1907625.cif,175,N/A,0.002
314965.cif,212,N/A,0.001
1941116.cif,228,N/A,0.001
458934.cif,228,N/A,0.001
1142513.cif,175,N/A,0.002
1818711.cif,413,N/A,0.002
1818705.cif,413,N/A,0.002
1826833.cif,228,N/A,0.001
314971.cif,212,N/A,0.001
1818063.cif,261,N/A,0.002
1700209.cif,175,N/A,0.002
314959.cif,212,N/A,0.001
1000708.cif,334,N/A,0.002
535272.cif,228,N/A,0.001
1840546.cif,228,N/A,0.001
1008432.cif,498,N/A,0.003
1007701.cif,228,N/A,0.001
1814117.cif,228,N/A,0.001
1013774.cif,180,N/A,0.001
1611338.cif,450,N/A,0.003
1141026.cif,233,N/A,0.001
537471.cif,332,N/A,0.002
535266.cif,228,N/A,0.001
537317.cif,333,N/A,0.002
1824229.cif,323,N/A,0.002
1013589.cif,206,N/A,0.001
1825137.cif,267,N/A,0.002
1010080.cif,206,N/A,0.002
1000293.cif,272,N/A,0.001
535931.cif,296,N/A,0.002
1005499.cif,374,N/A,0.002
535925.cif,296,N/A,0.002
1412312.cif,419,N/A,0.003
1414005.cif,356,N/A,0.002
1000287.cif,272,N/A,0.001
1625274.cif,434,N/A,0.003
1236799.cif,296,N/A,0.002
1810198.cif,206,N/A,0.002
1215140.cif,333,N/A,0.002
536592.cif,175,N/A,0.002
548058.cif,296,N/A,0.002
1229849.cif,450,N/A,0.003
552028.cif,212,N/A,0.001
1128251.cif,228,N/A,0.001
1503223.cif,266,N/A,0.002
1920701.cif,267,N/A,0.002
1921379.cif,261,N/A,0.002
1004977.cif,206,N/A,0.002
1639113.cif,265,N/A,0.002
1350420.cif,206,N/A,0.002
459169.cif,296,N/A,0.002
1008195.cif,175,N/A,0.002
1231960.cif,206,N/A,0.002
1008181.cif,212,N/A,0.001
1405652.cif,175,N/A,0.002
548702.cif,212,N/A,0.002
1611853.cif,228,N/A,0.001
1824567.cif,206,N/A,0.002
559169.cif,228,N/A,0.001
302450.cif,175,N/A,0.001
1702185.cif,316,N/A,0.001
1920715.cif,323,N/A,0.002
560930.cif,212,N/A,0.002
1041581.cif,194,N/A,0.002
1934760.cif,169,N/A,0.001
1924598.cif,394,N/A,0.002
1217780.cif,160,N/A,0.001
1608457.cif,183,N/A,0.001
537883.cif,228,N/A,0.001
1430164.cif,189,N/A,0.002
1803655.cif,206,N/A,0.002
2080100.cif,300,N/A,0.002
1921386.cif,316,N/A,0.001
1228216.cif,175,N/A,0.002
1236028.cif,390,N/A,0.003
1142063.cif,180,N/A,0.001
1231753.cif,464,N/A,0.003
1729499.cif,212,N/A,0.002
1921392.cif,316,N/A,0.001
560717.cif,212,N/A,0.001
1803641.cif,212,N/A,0.001
1008618.cif,450,N/A,0.003
1950225.cif,160,N/A,0.001
1340196.cif,419,N/A,0.003
1607980.cif,212,N/A,0.001
535716.cif,228,N/A,0.001
1008156.cif,326,N/A,0.003
1831803.cif,228,N/A,0.001
535702.cif,228,N/A,0.001
1239333.cif,228,N/A,0.001
1011375.cif,333,N/A,0.002
1228558.cif,180,N/A,0.002
1234171.cif,212,N/A,0.001
302493.cif,183,N/A,0.002
538540.cif,385,N/A,0.002
537934.cif,383,N/A,0.003
1410303.cif,228,N/A,0.001
1000481.cif,206,N/A,0.002
535845.cif,296,N/A,0.002
1212029.cif,160,N/A,0.001
1638345.cif,394,N/A,0.002
1937447.cif,414,N/A,0.002
1129775.cif,296,N/A,0.002
1412266.cif,332,N/A,0.002
535851.cif,296,N/A,0.002
560878.cif,308,N/A,0.002
1021315.cif,142,N/A,0.001
1128443.cif,210,N/A,0.001
548662.cif,212,N/A,0.001
1627259.cif,206,N/A,0.002
1729506.cif,212,N/A,0.001
1539961.cif,175,N/A,0.002
535879.cif,296,N/A,0.002
555155.cif,332,N/A,0.002
300455.cif,228,N/A,0.001
1411035.cif,228,N/A,0.001
548110.cif,212,N/A,0.001
1010137.cif,332,N/A,0.002
1233742.cif,267,N/A,0.002
1431468.cif,175,N/A,0.002
1831793.cif,175,N/A,0.002
548689.cif,212,N/A,0.001
1611700.cif,212,N/A,0.002
1645437.cif,334,N/A,0.002
1006999.cif,466,N/A,0.004
1010123.cif,180,N/A,0.001
1013402.cif,332,N/A,0.002
1407680.cif,382,N/A,0.002
1630080.cif,206,N/A,0.002
460887.cif,296,N/A,0.002
1642416.cif,326,N/A,0.003
312086.cif,316,N/A,0.002
1340790.cif,342,N/A,0.002
312092.cif,316,N/A,0.001
301788.cif,178,N/A,0.001
1944456.cif,212,N/A,0.002
535676.cif,212,N/A,0.001
1910761.cif,206,N/A,0.002
1013416.cif,206,N/A,0.002
1630094.cif,212,N/A,0.002
1234005.cif,228,N/A,0.001
1321193.cif,228,N/A,0.001
1010490.cif,206,N/A,0.002
1211044.cif,183,N/A,0.001
1826990.cif,233,N/A,0.001
1121881.cif,206,N/A,0.002
536828.cif,206,N/A,0.002
1606903.cif,323,N/A,0.002
459551.cif,228,N/A,0.001
1211050.cif,183,N/A,0.002
458897.cif,150,N/A,0.001
1965103.cif,160,N/A,0.001
1011942.cif,333,N/A,0.002
1010484.cif,206,N/A,0.002
1433082.cif,160,N/A,0.001
1235870.cif,267,N/A,0.002
538187.cif,212,N/A,0.001
1824163.cif,296,N/A,0.002
536814.cif,206,N/A,0.002
1340237.cif,296,N/A,0.002
1954484.cif,212,N/A,0.001
300657.cif,385,N/A,0.002
1000898.cif,386,N/A,0.002
1718526.cif,206,N/A,0.001
1211087.cif,175,N/A,0.002
458840.cif,206,N/A,0.002
1729089.cif,266,N/A,0.002
1615002.cif,129,N/A,0.001
458854.cif,206,N/A,0.002
1805146.cif,228,N/A,0.001
1636803.cif,332,N/A,0.002
1804258.cif,152,N/A,0.001
1052112.cif,206,N/A,0.001
1013628.cif,482,N/A,0.002
537539.cif,333,N/A,0.002
1951503.cif,394,N/A,0.002
1718532.cif,206,N/A,0.001
1433069.cif,160,N/A,0.001
1008208.cif,175,N/A,0.002
1702542.cif,402,N/A,0.002
1148176.cif,233,N/A,0.002
300680.cif,212,N/A,0.002
1008220.cif,370,N/A,0.002
1602230.cif,466,N/A,0.004
461025.cif,466,N/A,0.004
1241854.cif,326,N/A,0.003
535306.cif,228,N/A,0.001
1630282.cif,206,N/A,0.002
1940354.cif,333,N/A,0.002
1233568.cif,222,N/A,0.001
1804264.cif,228,N/A,0.001
538636.cif,333,N/A,0.003
535312.cif,228,N/A,0.001
1142329.cif,296,N/A,0.002
1538672.cif,175,N/A,0.002
1612037.cif,212,N/A,0.002
1008234.cif,212,N/A,0.001
1232110.cif,284,N/A,0.002
312290.cif,316,N/A,0.001
1401959.cif,386,N/A,0.002
535304.cif,228,N/A,0.001
1241856.cif,206,N/A,0.002
1716253.cif,210,N/A,0.002
461027.cif,228,N/A,0.001
311957.cif,206,N/A,0.002
300682.cif,212,N/A,0.001
1234577.cif,474,N/A,0.003
538146.cif,212,N/A,0.002
312286.cif,316,N/A,0.001
1148160.cif,212,N/A,0.001
312292.cif,316,N/A,0.001
1232112.cif,284,N/A,0.002
1008236.cif,296,N/A,0.002
1818129.cif,445,N/A,0.002
535310.cif,228,N/A,0.001
1804266.cif,228,N/A,0.001
1148606.cif,180,N/A,0.001
535338.cif,316,N/A,0.001
458842.cif,206,N/A,0.002
1211085.cif,175,N/A,0.002
1729921.cif,228,N/A,0.001
1718524.cif,206,N/A,0.001
1634970.cif,295,N/A,0.002
1718530.cif,206,N/A,0.001
548489.cif,212,N/A,0.001
1951501.cif,394,N/A,0.002
1235641.cif,266,N/A,0.002
1956508.cif,194,N/A,0.002
1803535.cif,296,N/A,0.002
1805144.cif,483,N/A,0.003
539516.cif,370,N/A,0.002
458856.cif,206,N/A,0.002
1615000.cif,212,N/A,0.001
1729060.cif,206,N/A,0.002
1044799.cif,296,N/A,0.002
536816.cif,206,N/A,0.002
1824161.cif,296,N/A,0.002
538185.cif,212,N/A,0.001
1634743.cif,212,N/A,0.001
1433080.cif,160,N/A,0.001
300655.cif,385,N/A,0.002
1433094.cif,160,N/A,0.001
548476.cif,175,N/A,0.002
536802.cif,206,N/A,0.002
1233581.cif,228,N/A,0.001
1121883.cif,206,N/A,0.002
1645838.cif,212,N/A,0.001
1826992.cif,233,N/A,0.001
459547.cif,228,N/A,0.001
1211046.cif,183,N/A,0.001
1245371.cif,211,N/A,0.002
300669.cif,212,N/A,0.001
1010486.cif,206,N/A,0.002
1011940.cif,333,N/A,0.002
1965101.cif,160,N/A,0.001
458895.cif,150,N/A,0.001
1211052.cif,183,N/A,0.001
1921743.cif,180,N/A,0.001
1606901.cif,323,N/A,0.002
312084.cif,316,N/A,0.001
1929848.cif,160,N/A,0.001
1642414.cif,212,N/A,0.001
1728801.cif,183,N/A,0.001
1010109.cif,180,N/A,0.001
1415286.cif,228,N/A,0.001
1227709.cif,261,N/A,0.002
1626838.cif,266,N/A,0.002
1630082.cif,206,N/A,0.002
1013400.cif,300,N/A,0.002
1234007.cif,466,N/A,0.003
1637921.cif,210,N/A,0.001
1956736.cif,378,N/A,0.002
535674.cif,212,N/A,0.001
460649.cif,175,N/A,0.002
312090.cif,316,N/A,0.001
1340792.cif,332,N/A,0.002
538378.cif,332,N/A,0.002
1640559.cif,323,N/A,0.002
1010135.cif,332,N/A,0.002
1010121.cif,180,N/A,0.001
537739.cif,180,N/A,0.001
1013428.cif,233,N/A,0.001
535648.cif,466,N/A,0.003
555157.cif,212,N/A,0.001
1729504.cif,212,N/A,0.001
548660.cif,212,N/A,0.001
1636356.cif,228,N/A,0.001
1128441.cif,210,N/A,0.001
1245629.cif,436,N/A,0.002
1021317.cif,142,N/A,0.001
1216503.cif,175,N/A,0.002
1607821.cif,296,N/A,0.002
548112.cif,212,N/A,0.001
1411037.cif,267,N/A,0.002
538393.cif,212,N/A,0.001
1928559.cif,212,N/A,0.001
1729510.cif,212,N/A,0.001
1200407.cif,108,N/A,0.001
300457.cif,228,N/A,0.001
1013399.cif,300,N/A,0.002
1000483.cif,228,N/A,0.001
535847.cif,296,N/A,0.002
1415279.cif,466,N/A,0.003
1211244.cif,175,N/A,0.002
459745.cif,206,N/A,0.002
1014390.cif,333,N/A,0.002
1410301.cif,228,N/A,0.001
1233783.cif,386,N/A,0.002
1627501.cif,233,N/A,0.001
537936.cif,383,N/A,0.003
1840801.cif,414,N/A,0.002
1830458.cif,206,N/A,0.002
535853.cif,296,N/A,0.002
1030554.cif,160,N/A,0.001
1825733.cif,180,N/A,0.001
1931034.cif,474,N/A,0.003
1928565.cif,456,N/A,0.002
1937445.cif,414,N/A,0.002
1008154.cif,394,N/A,0.002
1020800.cif,296,N/A,0.002
535714.cif,228,N/A,0.001
1217966.cif,199,N/A,0.002
1340194.cif,419,N/A,0.003
1043343.cif,211,N/A,0.002
302491.cif,180,N/A,0.001
1011377.cif,333,N/A,0.002
1612425.cif,228,N/A,0.001
1010069.cif,206,N/A,0.002
1008140.cif,228,N/A,0.001
1008168.cif,300,N/A,0.002
1210953.cif,296,N/A,0.002
1228214.cif,175,N/A,0.002
1054165.cif,160,N/A,0.001
1921384.cif,261,N/A,0.002
1607000.cif,413,N/A,0.002
1930289.cif,233,N/A,0.001
1803657.cif,206,N/A,0.002
1430166.cif,189,N/A,0.001
537881.cif,228,N/A,0.001
1217782.cif,160,N/A,0.001
1718134.cif,233,N/A,0.001
1020182.cif,369,N/A,0.003
1041568.cif,194,N/A,0.002
1040662.cif,233,N/A,0.001
1612419.cif,296,N/A,0.002
1803643.cif,212,N/A,0.001
1702178.cif,483,N/A,0.003
1005458.cif,228,N/A,0.001
1921390.cif,316,N/A,0.001
1630860.cif,183,N/A,0.001
1231751.cif,464,N/A,0.003
1831829.cif,317,N/A,0.002
1142061.cif,180,N/A,0.001
1231962.cif,206,N/A,0.002
379792.cif,473,N/A,0.003
1008197.cif,326,N/A,0.002
302320.cif,456,N/A,0.002
1824571.cif,332,N/A,0.002
1350422.cif,161,N/A,0.001
1004975.cif,206,N/A,0.002
1128253.cif,228,N/A,0.001
1920703.cif,267,N/A,0.002
1602839.cif,402,N/A,0.002
300245.cif,333,N/A,0.002
302452.cif,326,N/A,0.003
1920717.cif,323,N/A,0.002
548700.cif,212,N/A,0.001
1008183.cif,180,N/A,0.001
548728.cif,440,N/A,0.002
535933.cif,296,N/A,0.002
1000291.cif,272,N/A,0.001
1718685.cif,212,N/A,0.001
1810824.cif,300,N/A,0.002
535927.cif,296,N/A,0.002
303599.cif,180,N/A,0.001
1947559.cif,394,N/A,0.002
537467.cif,332,N/A,0.002
1803469.cif,233,N/A,0.001
1814115.cif,206,N/A,0.002
554842.cif,212,N/A,0.002
535270.cif,228,N/A,0.001
1804460.cif,210,N/A,0.002
1824968.cif,199,N/A,0.002
537315.cif,333,N/A,0.002
1241088.cif,300,N/A,0.002
1645019.cif,266,N/A,0.002
1942353.cif,346,N/A,0.003
1041742.cif,429,N/A,0.002
535264.cif,228,N/A,0.001
1802763.cif,296,N/A,0.002
537473.cif,332,N/A,0.002
1818713.cif,413,N/A,0.002
458936.cif,228,N/A,0.001
1142511.cif,175,N/A,0.002
314967.cif,212,N/A,0.001
536023.cif,180,N/A,0.001
1228016.cif,206,N/A,0.002
1818061.cif,272,N/A,0.001
1021934.cif,212,N/A,0.001
314973.cif,212,N/A,0.002
1430416.cif,108,N/A,0.001
1941100.cif,90,N/A,0.001
1818707.cif,413,N/A,0.002
535258.cif,228,N/A,0.001
309711.cif,316,N/A,0.001
313991.cif,212,N/A,0.001
551721.cif,212,N/A,0.001
314998.cif,212,N/A,0.001
1350620.cif,323,N/A,0.002
459369.cif,212,N/A,0.002
555235.cif,383,N/A,0.003
1008381.cif,284,N/A,0.002
1404994.cif,180,N/A,0.001
1023662.cif,179,N/A,0.002
1722055.cif,266,N/A,0.002
1729100.cif,212,N/A,0.002
381217.cif,440,N/A,0.002
1715809.cif,350,N/A,0.002
1729128.cif,228,N/A,0.001
1248047.cif,284,N/A,0.002
1638031.cif,296,N/A,0.002
1907828.cif,326,N/A,0.002
1406167.cif,212,N/A,0.002
1232099.cif,233,N/A,0.002
1905781.cif,206,N/A,0.002
1920529.cif,160,N/A,0.002
1832887.cif,206,N/A,0.002
381203.cif,212,N/A,0.002
312318.cif,228,N/A,0.001
1232098.cif,233,N/A,0.002
1907829.cif,326,N/A,0.002
1406166.cif,212,N/A,0.002
1832886.cif,228,N/A,0.001
1920528.cif,160,N/A,0.002
1248052.cif,212,N/A,0.002
1721561.cif,212,N/A,0.002
1905780.cif,222,N/A,0.002
1237686.cif,414,N/A,0.002
1248046.cif,284,N/A,0.002
1729129.cif,466,N/A,0.004
1414210.cif,228,N/A,0.002
1715808.cif,228,N/A,0.001
1224188.cif,212,N/A,0.002
1044808.cif,194,N/A,0.002
1937040.cif,175,N/A,0.002
1406172.cif,212,N/A,0.002
302137.cif,206,N/A,0.002
1350635.cif,261,N/A,0.002
1008380.cif,284,N/A,0.002
555234.cif,383,N/A,0.003
309704.cif,263,N/A,0.002
1023663.cif,179,N/A,0.001
1722054.cif,266,N/A,0.002
309710.cif,316,N/A,0.001
459368.cif,212,N/A,0.002
314999.cif,212,N/A,0.001
314972.cif,212,N/A,0.002
1818060.cif,268,N/A,0.001
535259.cif,228,N/A,0.001
1818706.cif,413,N/A,0.003
1941115.cif,394,N/A,0.003
1234358.cif,206,N/A,0.002
1142510.cif,175,N/A,0.002
458937.cif,228,N/A,0.001
1818712.cif,413,N/A,0.002
536022.cif,180,N/A,0.002
560264.cif,180,N/A,0.001
1907626.cif,175,N/A,0.002
314966.cif,212,N/A,0.002
1120395.cif,228,N/A,0.001
1241089.cif,300,N/A,0.002
537472.cif,332,N/A,0.002
1802762.cif,296,N/A,0.002
535265.cif,228,N/A,0.001
1011174.cif,296,N/A,0.002
1041743.cif,429,N/A,0.003
535271.cif,228,N/A,0.001
1840545.cif,228,N/A,0.001
554843.cif,212,N/A,0.002
1007702.cif,228,N/A,0.001
313953.cif,466,N/A,0.004
1824969.cif,317,N/A,0.002
1804461.cif,212,N/A,0.001
537300.cif,212,N/A,0.002
311822.cif,212,N/A,0.002
1801096.cif,268,N/A,0.001
